4634.5271546024305,4833.048460561943,6422.991419898397
4200.874843229662,4380.820527488352,5821.992659453041
5235.959926548687,5460.2437785783095,7256.517129208411
6019.096820194449,6276.926566699463,8341.86659004766
6554.958206010676,6835.741729368604,9084.516911976296
6181.494209033555,6446.280294479155,8566.933139521136
2903.90593149925,3028.295578743481,4024.523378547724
5536.301725016371,5773.450804517328,7672.760843020522
3905.4204092466575,4072.710217699855,5412.522344329477
1405.8258760541344,1466.0448324990846,1948.3341533126584
2200.3220332503256,2294.5734614976623,3049.426418085708
952.496119915724,993.2965656438836,1320.0644211631611
2705.043627135713,2820.914950276662,3748.9201007894367
2180.3220209177703,2273.716742874472,3021.7083999741303
5836.191693884483,6086.186646605695,8088.378366167544
6255.353172934627,6523.303028379048,8669.294281358023
919.9848562093764,959.392672589584,1275.0070591346416
2125.489813382571,2216.53578193134,2945.716440754963
11528.720331449002,12022.556388482004,15977.65409525524
4755.67571385426,4959.386453254443,6590.8912143434045
6393.598973973342,6667.4706281364015,8860.889144067338
6418.448931493755,6693.385040746929,8895.328701462087
2736.9230662125333,2854.159954311387,3793.101817031674
3222.9057685239227,3360.9598656967987,4466.62526894742
2667.0017723105448,2781.2435616395023,3696.197892247314
6925.80917835459,7222.478209961823,9598.479293459044
1820.9300267376489,1898.9300890762324,2523.6270169129243
283.31256613970106,295.44834153783205,392.64289986036334
7609.408721176514,7935.359936158068,10545.879934715693
3708.491588717072,3867.345894404086,5139.598681915259
4351.141508543838,4537.523908705839,6030.247238574715
11077.549674480517,11552.059706431746,15352.37665875544
1311.6450244984624,1367.8297170317978,1817.8089063389575
3162.332740240613,3297.7921742947747,4382.677105960696
10680.005709748266,11137.486831430497,14801.420457760503
4715.63829344855,4917.63401841014,6535.403351361447
1428.7337941445312,1489.9340178610742,1980.082238162315
734.762796660562,766.2365727541303,1018.307797360654
1383.8613756398786,1443.1394763812093,1917.8935510684755
2942.8076991583025,3068.86371482852,4078.437340330177
14836.235472026738,15471.74989306205,20561.53949724664
5751.258702857623,5997.615526437449,7970.669729572312
1285.779676963828,1340.856419883237,1781.9621198717202
7633.514574132316,7960.498370270569,10579.2882375564
2149.13740751299,2241.1963275696407,2978.489642666206
7222.854730835485,7532.2477942675005,10010.154739789974
3391.9310252454097,3537.225367989221,4700.877380857069
8092.22345014825,8438.85617315307,11215.012892218463
7592.503072704882,7917.730129363327,10522.450395636764
6598.236846760782,6880.874223164609,9144.496782398834
6645.615485599326,6930.282339648456,9210.158840381218
1435.583405715534,1497.0770345172195,1989.57511518786
6221.979246048045,6488.49951971864,8623.041354384026
6241.356770107187,6508.707085603874,8649.896665965734
2321.207113679369,2420.636689176088,3216.9610572167794
4072.065837758541,4246.493951155643,5643.476252202078
306.1528484978549,319.26699397150094,424.2972483452551
10456.739427065431,10904.65687320184,14491.995705205036
4977.971188606223,5191.204018714802,6898.9705241379725
15104.96219971937,15751.987607560486,20933.96788285942
4650.180626089699,4849.372453010421,6444.685566830842
7864.271101758444,8201.139420242742,10899.09372096074
1828.4225128373728,1906.7435179767604,2534.010853780607
4971.966548176678,5184.94216778241,6890.648692660462
